File,Protein_Accession,Protein_Name,Gene,Organism,Protein_Length,Protein_Mass_(Da),Number_Site,Number_Glycan,Number_Site_Specific_Glycan
IDGlycoSPQC_06_MA10140C_6010_011423,P03952,Plasma kallikrein,KLKB1,Homo sapiens,638,71295.8286,4,5,9
IDGlycoSPQC_06_MA10140C_6010_011423,P04004,Vitronectin,VTN,Homo sapiens,478,54271.1652,3,17,23
IDGlycoSPQC_06_MA10140C_6010_011423,P04114,Apolipoprotein B-100,APOB,Homo sapiens,4563,515222.8323,7,14,23
IDGlycoSPQC_06_MA10140C_6010_011423,P04196,Histidine-rich glycoprotein,HRG,Homo sapiens,525,59540.8649,1,2,2
IDGlycoSPQC_06_MA10140C_6010_011423,P04217,Alpha-1B-glycoprotein,A1BG,Homo sapiens,495,54219.5369,1,4,4
IDGlycoSPQC_06_MA10140C_6010_011423,P05090,Apolipoprotein D,APOD,Homo sapiens,189,21261.7619,3,30,39
IDGlycoSPQC_06_MA10140C_6010_011423,P05154,Plasma serine protease inhibitor,SERPINA5,Homo sapiens,406,45645.6871,1,1,1
IDGlycoSPQC_06_MA10140C_6010_011423,P05155,Plasma protease C1 inhibitor,SERPING1,Homo sapiens,500,55119.3913,8,26,67
IDGlycoSPQC_06_MA10140C_6010_011423,P05156,Complement factor I,CFI,Homo sapiens,583,65706.6048,3,2,4
IDGlycoSPQC_06_MA10140C_6010_011423,P05160,Coagulation factor XIII B chain,F13B,Homo sapiens,661,75461.1628,2,2,3
IDGlycoSPQC_06_MA10140C_6010_011423,P05543,Thyroxine-binding globulin,SERPINA7,Homo sapiens,415,46294.6053,1,1,1
IDGlycoSPQC_06_MA10140C_6010_011423,P05546,Heparin cofactor 2,SERPIND1,Homo sapiens,499,57034.2012,1,9,9
IDGlycoSPQC_06_MA10140C_6010_011423,P06681,Complement C2,C2,Homo sapiens,752,83214.3093,1,4,4
IDGlycoSPQC_06_MA10140C_6010_011423,P07357,Complement component C8 alpha chain,C8A,Homo sapiens,584,65121.0325,1,1,1
IDGlycoSPQC_06_MA10140C_6010_011423,P08185,Corticosteroid-binding globulin,SERPINA6,Homo sapiens,405,45111.9052,2,5,6
IDGlycoSPQC_06_MA10140C_6010_011423,P08603,Complement factor H,CFH,Homo sapiens,1231,139004.6917,9,11,25
IDGlycoSPQC_06_MA10140C_6010_011423,P09871,Complement C1s subcomponent,C1S,Homo sapiens,688,76634.7981,1,1,1
IDGlycoSPQC_06_MA10140C_6010_011423,P0C0L4,Complement C4-A,C4A,Homo sapiens,1744,192664.4617,3,18,20
IDGlycoSPQC_06_MA10140C_6010_011423,P0C0L5,Complement C4-B,C4B,Homo sapiens,1744,192630.5329,3,18,20
IDGlycoSPQC_06_MA10140C_6010_011423,P10909,Clusterin,CLU,Homo sapiens,449,52461.0034,5,11,20
IDGlycoSPQC_06_MA10140C_6010_011423,P13671,Complement component C6,C6,Homo sapiens,934,104717.9999,2,2,4
IDGlycoSPQC_06_MA10140C_6010_011423,P19652,Alpha-1-acid glycoprotein 2,ORM2,Homo sapiens,201,23587.6306,6,28,49
IDGlycoSPQC_06_MA10140C_6010_011423,P19823,Inter-alpha-trypsin inhibitor heavy chain H2,ITIH2,Homo sapiens,946,106396.6043,1,2,2
IDGlycoSPQC_06_MA10140C_6010_011423,P19827,Inter-alpha-trypsin inhibitor heavy chain H1,ITIH1,Homo sapiens,911,101325.6101,1,1,1
IDGlycoSPQC_06_MA10140C_6010_011423,P20851,C4b-binding protein beta chain,C4BPB,Homo sapiens,252,28338.4415,2,2,2
IDGlycoSPQC_06_MA10140C_6010_011423,P25311,Zinc-alpha-2-glycoprotein,AZGP1,Homo sapiens,298,34237.1031,3,7,12
IDGlycoSPQC_06_MA10140C_6010_011423,P26927,Hepatocyte growth factor-like protein,MST1,Homo sapiens,711,80267.5216,1,1,1
IDGlycoSPQC_06_MA10140C_6010_011423,P27169,Serum paraoxonase/arylesterase 1,PON1,Homo sapiens,355,39706.2263,1,6,6
IDGlycoSPQC_06_MA10140C_6010_011423,P29622,Kallistatin,SERPINA4,Homo sapiens,427,48511.1559,1,1,1
IDGlycoSPQC_06_MA10140C_6010_011423,P35858,Insulin-like growth factor-binding protein complex acid labile subunit,IGFALS,Homo sapiens,605,65993.793,2,1,2
IDGlycoSPQC_06_MA10140C_6010_011423,P36980,Complement factor H-related protein 2,CFHR2,Homo sapiens,270,30630.6326,1,1,1
IDGlycoSPQC_06_MA10140C_6010_011423,P43251,Biotinidase,BTD,Homo sapiens,543,61093.2556,1,5,5
IDGlycoSPQC_06_MA10140C_6010_011423,P43652,Afamin,AFM,Homo sapiens,599,69024.0102,1,4,4
IDGlycoSPQC_06_MA10140C_6010_011423,P49747,Cartilage oligomeric matrix protein,COMP,Homo sapiens,757,82807.6125,1,1,1
IDGlycoSPQC_06_MA10140C_6010_011423,P49908,Selenoprotein P,SELENOP,Homo sapiens,381,43096.3912,1,5,5
IDGlycoSPQC_06_MA10140C_6010_011423,Q03591,Complement factor H-related protein 1,CFHR1,Homo sapiens,330,37625.9619,3,2,4
IDGlycoSPQC_06_MA10140C_6010_011423,Q06033,Inter-alpha-trypsin inhibitor heavy chain H3,ITIH3,Homo sapiens,890,99786.5286,2,3,4
IDGlycoSPQC_06_MA10140C_6010_011423,Q14624,Inter-alpha-trypsin inhibitor heavy chain H4,ITIH4,Homo sapiens,930,103292.98,3,11,15
IDGlycoSPQC_06_MA10140C_6010_011423,Q96PD5,N-acetylmuramoyl-L-alanine amidase,PGLYRP2,Homo sapiens,576,62177.8802,2,4,5
