File,Protein_Accession,Protein_Name,Gene,Organism,Protein_Length,Protein_Mass_(Da),Number_Site,Number_Glycan,Number_Site_Specific_Glycan
SPQC_02_MA10140C_6010_080723_EVO,P29622,Kallistatin,SERPINA4,Homo sapiens,427,48511.1559,2,3,4
SPQC_02_MA10140C_6010_080723_EVO,P35858,Insulin-like growth factor-binding protein complex acid labile subunit,IGFALS,Homo sapiens,605,65993.793,2,3,3
SPQC_02_MA10140C_6010_080723_EVO,P36980,Complement factor H-related protein 2,CFHR2,Homo sapiens,270,30630.6326,1,1,1
SPQC_02_MA10140C_6010_080723_EVO,P41222,Prostaglandin-H2 D-isomerase,PTGDS,Homo sapiens,190,21015.3386,1,1,1
SPQC_02_MA10140C_6010_080723_EVO,P43251,Biotinidase,BTD,Homo sapiens,543,61093.2556,2,6,6
SPQC_02_MA10140C_6010_080723_EVO,P43308,Translocon-associated protein subunit beta,SSR2,Homo sapiens,183,20122.4846,1,2,2
SPQC_02_MA10140C_6010_080723_EVO,P43652,Afamin,AFM,Homo sapiens,599,69024.0102,2,8,12
SPQC_02_MA10140C_6010_080723_EVO,P49747,Cartilage oligomeric matrix protein,COMP,Homo sapiens,757,82807.6125,1,1,1
SPQC_02_MA10140C_6010_080723_EVO,P49908,Selenoprotein P,SELENOP,Homo sapiens,381,43096.3912,3,9,12
SPQC_02_MA10140C_6010_080723_EVO,P50895,Basal cell adhesion molecule,BCAM,Homo sapiens,628,67362.5885,1,2,2
SPQC_02_MA10140C_6010_080723_EVO,P51884,Lumican,LUM,Homo sapiens,338,38404.7928,2,14,14
SPQC_02_MA10140C_6010_080723_EVO,P55058,Phospholipid transfer protein,PLTP,Homo sapiens,493,54704.5403,2,3,3
SPQC_02_MA10140C_6010_080723_EVO,P80108,Phosphatidylinositol-glycan-specific phospholipase D,GPLD1,Homo sapiens,840,92277.9566,2,4,5
SPQC_02_MA10140C_6010_080723_EVO,P80188,Neutrophil gelatinase-associated lipocalin,LCN2,Homo sapiens,198,22573.7151,1,2,2
SPQC_02_MA10140C_6010_080723_EVO,Q03591,Complement factor H-related protein 1,CFHR1,Homo sapiens,330,37625.9619,3,4,6
SPQC_02_MA10140C_6010_080723_EVO,Q06033,Inter-alpha-trypsin inhibitor heavy chain H3,ITIH3,Homo sapiens,890,99786.5286,1,1,1
SPQC_02_MA10140C_6010_080723_EVO,Q08380,Galectin-3-binding protein,LGALS3BP,Homo sapiens,585,65289.2827,3,5,6
SPQC_02_MA10140C_6010_080723_EVO,Q08722,Leukocyte surface antigen CD47,CD47,Homo sapiens,323,35190.7399,2,3,3
SPQC_02_MA10140C_6010_080723_EVO,Q14624,Inter-alpha-trypsin inhibitor heavy chain H4,ITIH4,Homo sapiens,930,103292.98,2,11,11
SPQC_02_MA10140C_6010_080723_EVO,Q7Z7M0,Multiple epidermal growth factor-like domains protein 8,MEGF8,Homo sapiens,2845,302901.4824,1,1,1
SPQC_02_MA10140C_6010_080723_EVO,Q8TCJ2,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,STT3B,Homo sapiens,826,93613.6685,1,1,1
SPQC_02_MA10140C_6010_080723_EVO,Q92954,Proteoglycan 4,PRG4,Homo sapiens,1404,150967.6556,1,1,1
SPQC_02_MA10140C_6010_080723_EVO,Q96IY4,Carboxypeptidase B2,CPB2,Homo sapiens,423,48393.4394,1,1,1
SPQC_02_MA10140C_6010_080723_EVO,Q96PD5,N-acetylmuramoyl-L-alanine amidase,PGLYRP2,Homo sapiens,576,62177.8802,1,1,1
SPQC_02_MA10140C_6010_080723_EVO,Q9NZP8,Complement C1r subcomponent-like protein,C1RL,Homo sapiens,487,53464.3419,3,3,4
SPQC_02_MA10140C_6010_080723_EVO,Q9UGM5,Fetuin-B,FETUB,Homo sapiens,382,42027.9612,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,O14672,Disintegrin and metalloproteinase domain-containing protein 10,ADAM10,Homo sapiens,748,84087.6819,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,O75326,Semaphorin-7A,SEMA7A,Homo sapiens,666,74776.1714,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,O75636,Ficolin-3,FCN3,Homo sapiens,299,32881.9881,1,2,2
SPQC_03_MA10140C_6010_080723_EVO,O75882,Attractin,ATRN,Homo sapiens,1429,158432.4551,3,4,5
SPQC_03_MA10140C_6010_080723_EVO,O95445,Apolipoprotein M,APOM,Homo sapiens,188,21239.4384,1,2,2
SPQC_03_MA10140C_6010_080723_EVO,P00450,Ceruloplasmin,CP,Homo sapiens,1065,122141.5986,4,33,57
SPQC_03_MA10140C_6010_080723_EVO,P00734,Prothrombin,F2,Homo sapiens,622,69992.1207,3,12,20
SPQC_03_MA10140C_6010_080723_EVO,P00736,Complement C1r subcomponent,C1R,Homo sapiens,705,80066.8106,1,2,2
SPQC_03_MA10140C_6010_080723_EVO,P00738,Haptoglobin,HP,Homo sapiens,406,45176.5624,4,49,67
SPQC_03_MA10140C_6010_080723_EVO,P00739,Haptoglobin-related protein,HPR,Homo sapiens,348,39004.6778,3,25,30
SPQC_03_MA10140C_6010_080723_EVO,P00747,Plasminogen,PLG,Homo sapiens,810,90510.1529,1,3,3
SPQC_03_MA10140C_6010_080723_EVO,P00748,Coagulation factor XII,F12,Homo sapiens,615,67747.8913,2,8,11
SPQC_03_MA10140C_6010_080723_EVO,P00751,Complement factor B,CFB,Homo sapiens,764,85478.5204,3,8,11
SPQC_03_MA10140C_6010_080723_EVO,P00760,Cationic trypsin,null,Bos taurus,246,25768.6012,2,20,21
SPQC_03_MA10140C_6010_080723_EVO,P01008,Antithrombin-III,SERPINC1,Homo sapiens,464,52568.8618,3,6,9
SPQC_03_MA10140C_6010_080723_EVO,P01009,Alpha-1-antitrypsin,SERPINA1,Homo sapiens,418,46707.0172,3,17,22
SPQC_03_MA10140C_6010_080723_EVO,P01011,Alpha-1-antichymotrypsin,SERPINA3,Homo sapiens,423,47620.5342,3,25,34
SPQC_03_MA10140C_6010_080723_EVO,P01019,Angiotensinogen,AGT,Homo sapiens,476,52036.9515,2,12,16
SPQC_03_MA10140C_6010_080723_EVO,P01023,Alpha-2-macroglobulin,A2M,Homo sapiens,1474,163187.8838,4,19,22
SPQC_03_MA10140C_6010_080723_EVO,P01024,Complement C3,C3,Homo sapiens,1663,187029.8664,1,4,4
SPQC_03_MA10140C_6010_080723_EVO,P01042,Kininogen-1,KNG1,Homo sapiens,644,71912.1475,5,19,33
SPQC_03_MA10140C_6010_080723_EVO,P01591,Immunoglobulin J chain,JCHAIN,Homo sapiens,159,18086.9938,1,16,16
SPQC_03_MA10140C_6010_080723_EVO,P01857,Immunoglobulin heavy constant gamma 1,IGHG1,Homo sapiens,399,43884.1027,1,25,25
SPQC_03_MA10140C_6010_080723_EVO,P01859,Immunoglobulin heavy constant gamma 2,IGHG2,Homo sapiens,395,43777.7715,1,28,28
SPQC_03_MA10140C_6010_080723_EVO,P01861,Immunoglobulin heavy constant gamma 4,IGHG4,Homo sapiens,396,43803.8656,1,15,15
SPQC_03_MA10140C_6010_080723_EVO,P01871,Immunoglobulin heavy constant mu,IGHM,Homo sapiens,474,51890.9321,2,33,44
SPQC_03_MA10140C_6010_080723_EVO,P01876,Immunoglobulin heavy constant alpha 1,IGHA1,Homo sapiens,398,42821.3175,1,2,2
SPQC_03_MA10140C_6010_080723_EVO,P01877,Immunoglobulin heavy constant alpha 2,IGHA2,Homo sapiens,391,42306.9526,4,18,30
SPQC_03_MA10140C_6010_080723_EVO,P02675,Fibrinogen beta chain,FGB,Homo sapiens,491,55892.2582,1,22,22
SPQC_03_MA10140C_6010_080723_EVO,P02679,Fibrinogen gamma chain,FGG,Homo sapiens,453,51478.8645,1,13,13
SPQC_03_MA10140C_6010_080723_EVO,P02745,Complement C1q subcomponent subunit A,C1QA,Homo sapiens,245,26000.1863,1,7,7
SPQC_03_MA10140C_6010_080723_EVO,P02748,Complement component C9,C9,Homo sapiens,559,63132.6961,4,4,5
SPQC_03_MA10140C_6010_080723_EVO,P02749,Beta-2-glycoprotein 1,APOH,Homo sapiens,345,38272.6576,2,22,28
SPQC_03_MA10140C_6010_080723_EVO,P02750,Leucine-rich alpha-2-glycoprotein,LRG1,Homo sapiens,347,38154.1093,1,3,3
SPQC_03_MA10140C_6010_080723_EVO,P02751,Fibronectin,FN1,Homo sapiens,2477,272149.9816,5,15,24
SPQC_03_MA10140C_6010_080723_EVO,P02760,Protein AMBP,AMBP,Homo sapiens,352,38973.9795,2,3,3
SPQC_03_MA10140C_6010_080723_EVO,P02763,Alpha-1-acid glycoprotein 1,ORM1,Homo sapiens,201,23524.8008,5,42,74
SPQC_03_MA10140C_6010_080723_EVO,P02765,Alpha-2-HS-glycoprotein,AHSG,Homo sapiens,367,39315.6856,2,23,32
SPQC_03_MA10140C_6010_080723_EVO,P02787,Serotransferrin,TF,Homo sapiens,698,76999.6107,4,23,42
SPQC_03_MA10140C_6010_080723_EVO,P02788,Lactotransferrin,LTF,Homo sapiens,710,78131.9096,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,P02790,Hemopexin,HPX,Homo sapiens,462,51643.2706,4,28,40
SPQC_03_MA10140C_6010_080723_EVO,P03951,Coagulation factor XI,F11,Homo sapiens,625,70063.555,2,3,3
SPQC_03_MA10140C_6010_080723_EVO,P03952,Plasma kallikrein,KLKB1,Homo sapiens,638,71295.8286,3,5,8
SPQC_03_MA10140C_6010_080723_EVO,P04003,C4b-binding protein alpha chain,C4BPA,Homo sapiens,597,66989.394,1,5,5
SPQC_03_MA10140C_6010_080723_EVO,P04004,Vitronectin,VTN,Homo sapiens,478,54271.1652,3,22,33
SPQC_03_MA10140C_6010_080723_EVO,P04114,Apolipoprotein B-100,APOB,Homo sapiens,4563,515222.8323,10,20,37
SPQC_03_MA10140C_6010_080723_EVO,P04180,Phosphatidylcholine-sterol acyltransferase,LCAT,Homo sapiens,440,49546.0861,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,P04196,Histidine-rich glycoprotein,HRG,Homo sapiens,525,59540.8649,4,8,26
SPQC_03_MA10140C_6010_080723_EVO,P04217,Alpha-1B-glycoprotein,A1BG,Homo sapiens,495,54219.5369,1,5,5
SPQC_03_MA10140C_6010_080723_EVO,P04278,Sex hormone-binding globulin,SHBG,Homo sapiens,402,43751.8134,2,4,5
SPQC_03_MA10140C_6010_080723_EVO,P05090,Apolipoprotein D,APOD,Homo sapiens,189,21261.7619,3,27,30
SPQC_03_MA10140C_6010_080723_EVO,P05106,Integrin beta-3,ITGB3,Homo sapiens,788,87000.4085,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,P05154,Plasma serine protease inhibitor,SERPINA5,Homo sapiens,406,45645.6871,1,2,2
SPQC_03_MA10140C_6010_080723_EVO,P05155,Plasma protease C1 inhibitor,SERPING1,Homo sapiens,500,55119.3913,8,28,80
SPQC_03_MA10140C_6010_080723_EVO,P05156,Complement factor I,CFI,Homo sapiens,583,65706.6048,4,4,7
SPQC_03_MA10140C_6010_080723_EVO,P05160,Coagulation factor XIII B chain,F13B,Homo sapiens,661,75461.1628,2,4,5
SPQC_03_MA10140C_6010_080723_EVO,P05164,Myeloperoxidase,MPO,Homo sapiens,745,83814.8347,2,3,3
SPQC_03_MA10140C_6010_080723_EVO,P05543,Thyroxine-binding globulin,SERPINA7,Homo sapiens,415,46294.6053,1,4,4
SPQC_03_MA10140C_6010_080723_EVO,P05546,Heparin cofactor 2,SERPIND1,Homo sapiens,499,57034.2012,2,8,9
SPQC_03_MA10140C_6010_080723_EVO,P06276,Cholinesterase,BCHE,Homo sapiens,602,68374.267,3,2,4
SPQC_03_MA10140C_6010_080723_EVO,P06681,Complement C2,C2,Homo sapiens,752,83214.3093,2,5,5
SPQC_03_MA10140C_6010_080723_EVO,P07357,Complement component C8 alpha chain,C8A,Homo sapiens,584,65121.0325,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,P07996,Thrombospondin-1,THBS1,Homo sapiens,1170,129299.5492,2,6,6
SPQC_03_MA10140C_6010_080723_EVO,P08185,Corticosteroid-binding globulin,SERPINA6,Homo sapiens,405,45111.9052,3,19,27
SPQC_03_MA10140C_6010_080723_EVO,P08519,Apolipoprotein(a),LPA,Homo sapiens,2040,226399.0519,3,1,3
SPQC_03_MA10140C_6010_080723_EVO,P08571,Monocyte differentiation antigen CD14,CD14,Homo sapiens,375,40050.7432,2,3,3
SPQC_03_MA10140C_6010_080723_EVO,P08603,Complement factor H,CFH,Homo sapiens,1231,139004.6917,9,10,26
SPQC_03_MA10140C_6010_080723_EVO,P09871,Complement C1s subcomponent,C1S,Homo sapiens,688,76634.7981,2,2,2
SPQC_03_MA10140C_6010_080723_EVO,P0C0L4,Complement C4-A,C4A,Homo sapiens,1744,192664.4617,3,20,23
SPQC_03_MA10140C_6010_080723_EVO,P0C0L5,Complement C4-B,C4B,Homo sapiens,1744,192630.5329,3,20,23
SPQC_03_MA10140C_6010_080723_EVO,P0DP01,Immunoglobulin heavy variable 1-8,IGHV1-8,Homo sapiens,117,12983.286,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,P10643,Complement component C7,C7,Homo sapiens,843,93457.2848,1,2,2
SPQC_03_MA10140C_6010_080723_EVO,P10909,Clusterin,CLU,Homo sapiens,449,52461.0034,6,18,31
SPQC_03_MA10140C_6010_080723_EVO,P11166,"Solute carrier family 2, facilitated glucose transporter member 1",SLC2A1,Homo sapiens,492,54048.5332,1,22,22
SPQC_03_MA10140C_6010_080723_EVO,P13473,Lysosome-associated membrane glycoprotein 2,LAMP2,Homo sapiens,410,44932.2988,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,P13671,Complement component C6,C6,Homo sapiens,934,104717.9999,1,2,2
SPQC_03_MA10140C_6010_080723_EVO,P13987,CD59 glycoprotein,CD59,Homo sapiens,128,14167.7923,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,P16671,Platelet glycoprotein 4,CD36,Homo sapiens,472,53019.2542,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,P17936,Insulin-like growth factor-binding protein 3,IGFBP3,Homo sapiens,291,31653.7412,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,P19652,Alpha-1-acid glycoprotein 2,ORM2,Homo sapiens,201,23587.6306,4,35,56
SPQC_03_MA10140C_6010_080723_EVO,P19823,Inter-alpha-trypsin inhibitor heavy chain H2,ITIH2,Homo sapiens,946,106396.6043,1,3,3
SPQC_03_MA10140C_6010_080723_EVO,P19827,Inter-alpha-trypsin inhibitor heavy chain H1,ITIH1,Homo sapiens,911,101325.6101,2,1,2
SPQC_03_MA10140C_6010_080723_EVO,P20742,Pregnancy zone protein,PZP,Homo sapiens,1482,163759.575,1,2,2
SPQC_03_MA10140C_6010_080723_EVO,P20851,C4b-binding protein beta chain,C4BPB,Homo sapiens,252,28338.4415,3,6,8
SPQC_03_MA10140C_6010_080723_EVO,P22792,Carboxypeptidase N subunit 2,CPN2,Homo sapiens,545,60518.1265,1,4,4
SPQC_03_MA10140C_6010_080723_EVO,P25311,Zinc-alpha-2-glycoprotein,AZGP1,Homo sapiens,298,34237.1031,3,12,22
SPQC_03_MA10140C_6010_080723_EVO,P26927,Hepatocyte growth factor-like protein,MST1,Homo sapiens,711,80267.5216,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,P27169,Serum paraoxonase/arylesterase 1,PON1,Homo sapiens,355,39706.2263,2,9,11
SPQC_03_MA10140C_6010_080723_EVO,P29622,Kallistatin,SERPINA4,Homo sapiens,427,48511.1559,2,3,4
SPQC_03_MA10140C_6010_080723_EVO,P33151,Cadherin-5,CDH5,Homo sapiens,784,87473.9662,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,P35858,Insulin-like growth factor-binding protein complex acid labile subunit,IGFALS,Homo sapiens,605,65993.793,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,P36980,Complement factor H-related protein 2,CFHR2,Homo sapiens,270,30630.6326,1,3,3
SPQC_03_MA10140C_6010_080723_EVO,P41222,Prostaglandin-H2 D-isomerase,PTGDS,Homo sapiens,190,21015.3386,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,P43251,Biotinidase,BTD,Homo sapiens,543,61093.2556,2,4,4
SPQC_03_MA10140C_6010_080723_EVO,P43308,Translocon-associated protein subunit beta,SSR2,Homo sapiens,183,20122.4846,1,2,2
SPQC_03_MA10140C_6010_080723_EVO,P43652,Afamin,AFM,Homo sapiens,599,69024.0102,2,8,11
SPQC_03_MA10140C_6010_080723_EVO,P48740,Mannan-binding lectin serine protease 1,MASP1,Homo sapiens,699,79195.1937,2,2,4
SPQC_03_MA10140C_6010_080723_EVO,P49908,Selenoprotein P,SELENOP,Homo sapiens,381,43096.3912,3,8,11
SPQC_03_MA10140C_6010_080723_EVO,P50895,Basal cell adhesion molecule,BCAM,Homo sapiens,628,67362.5885,1,2,2
SPQC_03_MA10140C_6010_080723_EVO,P51884,Lumican,LUM,Homo sapiens,338,38404.7928,1,12,12
SPQC_03_MA10140C_6010_080723_EVO,P55058,Phospholipid transfer protein,PLTP,Homo sapiens,493,54704.5403,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,P80108,Phosphatidylinositol-glycan-specific phospholipase D,GPLD1,Homo sapiens,840,92277.9566,2,3,4
SPQC_03_MA10140C_6010_080723_EVO,P80188,Neutrophil gelatinase-associated lipocalin,LCN2,Homo sapiens,198,22573.7151,1,2,2
SPQC_03_MA10140C_6010_080723_EVO,Q03591,Complement factor H-related protein 1,CFHR1,Homo sapiens,330,37625.9619,3,5,8
SPQC_03_MA10140C_6010_080723_EVO,Q06033,Inter-alpha-trypsin inhibitor heavy chain H3,ITIH3,Homo sapiens,890,99786.5286,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,Q08380,Galectin-3-binding protein,LGALS3BP,Homo sapiens,585,65289.2827,3,6,7
SPQC_03_MA10140C_6010_080723_EVO,Q08722,Leukocyte surface antigen CD47,CD47,Homo sapiens,323,35190.7399,1,3,3
SPQC_03_MA10140C_6010_080723_EVO,Q14624,Inter-alpha-trypsin inhibitor heavy chain H4,ITIH4,Homo sapiens,930,103292.98,3,11,11
SPQC_03_MA10140C_6010_080723_EVO,Q14999,Cullin-7,CUL7,Homo sapiens,1698,191040.2417,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,Q16609,Putative apolipoprotein(a)-like protein 2,LPAL2,Homo sapiens,132,14875.998,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,Q7Z7M0,Multiple epidermal growth factor-like domains protein 8,MEGF8,Homo sapiens,2845,302901.4824,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,Q92954,Proteoglycan 4,PRG4,Homo sapiens,1404,150967.6556,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,Q96IY4,Carboxypeptidase B2,CPB2,Homo sapiens,423,48393.4394,1,1,1
SPQC_03_MA10140C_6010_080723_EVO,Q96PD5,N-acetylmuramoyl-L-alanine amidase,PGLYRP2,Homo sapiens,576,62177.8802,2,1,2
SPQC_03_MA10140C_6010_080723_EVO,Q9NZP8,Complement C1r subcomponent-like protein,C1RL,Homo sapiens,487,53464.3419,2,1,2
SPQC_03_MA10140C_6010_080723_EVO,Q9UGM5,Fetuin-B,FETUB,Homo sapiens,382,42027.9612,1,2,2
SPQC_03_MA10140C_6010_080723_EVO,Q9UK55,Protein Z-dependent protease inhibitor,SERPINA10,Homo sapiens,444,50674.2207,1,1,1
